cn1,mc1,mc2,mi_idx2,ml,t1,|105559.000000|105559.000000
cn1,mc1,mc2,mi_idx2,ml,t2,|6818.000000|5106.000000
cn1,kt1,mc1,mc2,ml,t1,|51809.000000|2211.000000
cn1,mc1,mc2,ml,t1,t2,|4651.000000|3564.000000
cn1,kt2,mc1,mc2,ml,t2,|76.000000|140.000000
cn1,it1,it2,mc1,mi_idx2,ml,|NO MATCH
cn1,it2,mc1,mi_idx2,ml,t1,|285.000000|285.000000
cn1,it2,mc1,mi_idx2,ml,t2,|10.000000|14.000000
cn1,kt1,mc1,mi_idx2,ml,t1,|13702.000000|470.000000
cn1,mc1,mi_idx2,ml,t1,t2,|1100.000000|757.000000
cn1,kt2,mc1,mi_idx2,ml,t2,|21.000000|33.000000
cn1,kt1,kt2,mc1,ml,t1,|NO MATCH
cn1,kt1,mc1,ml,t1,t2,|927.000000|610.000000
cn1,kt2,mc1,ml,t1,t2,|33.000000|30.000000
cn1,kt1,kt2,mc1,ml,t2,|NO MATCH
cn1,kt1,kt2,mc1,t1,t2,|NO MATCH
cn2,it1,it2,mc2,mi_idx1,mi_idx2,|NO MATCH
cn2,it1,it2,mc2,mi_idx2,ml,|NO MATCH
cn2,it1,it2,mc2,mi_idx2,t2,|NO MATCH
cn2,it2,lt,mc2,mi_idx2,ml,|68.000000|23.000000
cn2,it2,mc1,mc2,mi_idx2,ml,|15340.000000|22821.000000
cn2,it2,mc2,mi_idx1,mi_idx2,ml,|7473.000000|13158.000000
cn2,it2,mc2,mi_idx2,ml,t1,|4537.000000|4537.000000
cn2,it2,mc2,mi_idx2,ml,t2,|353.000000|219.000000
cn2,it2,kt2,mc2,mi_idx2,t2,|609.000000|84.000000
cn2,lt,mc1,mc2,mi_idx2,ml,|70336.000000|62051.000000
cn2,lt,mc2,mi_idx1,mi_idx2,ml,|35499.000000|35776.000000
cn2,lt,mc2,mi_idx2,ml,t1,|12336.000000|12336.000000
cn2,lt,mc2,mi_idx2,ml,t2,|199.000000|597.000000
cn2,mc1,mc2,mi_idx1,mi_idx2,ml,|3875118.000000|3996927.000000
cn2,mc1,mc2,mi_idx2,ml,t1,|1378204.000000|1378204.000000
cn2,mc1,mc2,mi_idx2,ml,t2,|58658.000000|66659.000000
cn2,it1,mc2,mi_idx1,mi_idx2,ml,|323240.000000|8582.000000
cn2,mc2,mi_idx1,mi_idx2,ml,t1,|969720.000000|969720.000000
cn2,mc2,mi_idx1,mi_idx2,ml,t2,|20649.000000|46902.000000
cn2,kt1,mc2,mi_idx2,ml,t1,|68024.000000|16475.000000
cn2,mc2,mi_idx2,ml,t1,t2,|13931.000000|26561.000000
cn2,kt2,mc2,mi_idx2,ml,t2,|1718.000000|418.000000
cn2,kt1,kt2,mc2,mi_idx2,t2,|NO MATCH
cn2,lt,mc1,mc2,mi_idx1,ml,|150015.000000|148465.000000
cn2,lt,mc1,mc2,ml,t1,|51193.000000|51193.000000
cn2,lt,mc1,mc2,ml,t2,|756.000000|2476.000000
cn2,it1,lt,mc2,mi_idx1,ml,|8624.000000|229.000000
cn2,lt,mc2,mi_idx1,ml,t1,|25872.000000|25872.000000
cn2,lt,mc2,mi_idx1,ml,t2,|309.000000|1251.000000
cn2,kt1,lt,mc2,ml,t1,|4890.000000|276.000000
cn2,lt,mc2,ml,t1,t2,|128.000000|445.000000
cn2,kt2,lt,mc2,ml,t2,|46.000000|4.000000
cn2,it1,mc1,mc2,mi_idx1,ml,|866948.000000|23016.000000
cn2,mc1,mc2,mi_idx1,ml,t1,|2600844.000000|2600844.000000
cn2,mc1,mc2,mi_idx1,ml,t2,|117792.000000|125795.000000
cn2,kt1,mc1,mc2,ml,t1,|477867.000000|27709.000000
cn2,mc1,mc2,ml,t1,t2,|41820.000000|44673.000000
cn2,kt2,mc1,mc2,ml,t2,|3649.000000|1255.000000
cn2,it1,it2,mc2,mi_idx1,ml,|NO MATCH
cn2,it1,mc2,mi_idx1,ml,t1,|205317.000000|205317.000000
cn2,it1,mc2,mi_idx1,ml,t2,|4899.000000|9931.000000
cn2,kt1,mc2,mi_idx1,ml,t1,|140187.000000|18479.000000
cn2,mc2,mi_idx1,ml,t1,t2,|14697.000000|29792.000000
cn2,kt2,mc2,mi_idx1,ml,t2,|2517.000000|441.000000
cn2,kt1,kt2,mc2,ml,t1,|NO MATCH
cn2,kt1,mc2,ml,t1,t2,|2350.000000|2407.000000
cn2,kt2,mc2,ml,t1,t2,|1321.000000|280.000000
cn2,kt1,kt2,mc2,ml,t2,|NO MATCH
cn2,kt1,kt2,mc2,t1,t2,|NO MATCH
it1,it2,mc1,mc2,mi_idx1,mi_idx2,|NO MATCH
it1,it2,mc1,mi_idx1,mi_idx2,ml,|4115.000000|49.000000
it1,it2,mc1,mi_idx1,mi_idx2,t1,|NO MATCH
